country,count
1 Season,1259
2 Seasons,298
3 Seasons,157
4 Seasons,60
5 Seasons,46
6 Seasons,21
7 Seasons,21
8 Seasons,16
9 Seasons,7
10 Seasons,3
11 Seasons,3
12 Seasons,2
13 Seasons,2
15 Seasons,2
14 Seasons,1
